0_Mean,0_Median,0_Root mean square,0_Standard deviation,0_Variance,label
0.01583219042383982,0.014781596806387225,0.1377588534705579,0.13684605750954582,0.01872684345590592,B
0.015668962153817363,0.014375508982035927,0.13136842204095228,0.13043061732029024,0.017012145934551998,B
0.01502080791541916,0.011370459081836327,0.14979647530699883,0.14904146853801595,0.022213359343968394,B
0.01553825263535429,0.018273952095808385,0.12902195456991639,0.12808289294859587,0.01640522746608147,B
0.015072996545970559,0.014944031936127745,0.1299822209027185,0.1291053156377702,0.016668182525928266,B
0.015445296594311377,0.015918642714570858,0.13709785612611594,0.1362250526426433,0.018557264967490942,B
0.015061575325910681,0.019492215568862273,0.14112385291994534,0.14031782072022173,0.019689090811672284,B
0.014708310644336326,0.015431337325349301,0.1389575763283011,0.13817696485675654,0.01909287361702533,B
0.015377245158121257,0.019329780439121758,0.14021062623590566,0.13936484506794342,0.019422560040811873,B
0.015073948314308883,0.01599986027944112,0.14259362746467028,0.14179463556760782,0.02010571867575071,B
0.01550636839602046,0.015025249500998004,0.14510890322654385,0.14427801750362862,0.020816146334777366,B
0.014720207748565368,0.016568383233532935,0.14268350876031233,0.14192215879133602,0.020141899155993195,B
0.01499288937749501,0.01900491017964072,0.14063481633932418,0.1398333466484645,0.019553364834909638,B
0.014827916198852296,0.016162295409181637,0.13757663907895318,0.1367752335821817,0.018707464521460358,B
0.014720683632734531,0.015674990019960082,0.1403485858312512,0.13957444973281116,0.01948102701821703,B
0.015500975042103295,0.017867864271457083,0.12783460533411534,0.12689131606880402,0.016101406093673123,B
0.014836640741953594,0.013400898203592814,0.13389094413681848,0.13306637070778946,0.01770665901334285,B
0.014831564644149203,0.012669940119760479,0.12333751997577927,0.12244251109799315,0.014992168523982174,B
0.014800314917040917,0.010720718562874251,0.14636936072765114,0.14561916233167146,0.021204940438177687,B
0.015043967611651696,0.014050638722554892,0.1364934366412743,0.13566184903886994,0.018404137284645135,B
0.015204816460828344,0.015268902195608782,0.13394079634874084,0.1330749806797934,0.017708950482927387,B
0.014661039483532933,0.013888203592814372,0.13318748492170274,0.13237809509518966,0.01752396006103108,B
0.014363135993637725,0.011289241516966067,0.133804721664891,0.13303158972306997,0.017697403864247216,B
0.014804121990394215,0.011370459081836329,0.14341244924338667,0.14264630584098728,0.020347968570080484,B
0.014473223864770459,0.014619161676646708,0.13824818898945052,0.13748849970024063,0.018903087549823068,B
0.014571890515843313,0.014213073852295408,0.13382734460358306,0.13303164349296917,0.017697418170440446,B
0.014644383537612278,0.019735868263473053,0.16227942711266308,0.16161730877235098,0.026120154494817437,B
0.01385346404846557,0.01266994011976048,0.13337029063366854,0.13264884453913306,0.017595715957567093,B
0.01480364610622505,0.012020199600798403,0.14274316237420911,0.14197345690850624,0.020156462466551478,B
0.014043024575848304,0.012426287425149701,0.1379591360484359,0.1372425469014364,0.018835516679992968,B
0.013794295783433132,0.019654650698602796,0.1392420011365466,0.13855703621378887,0.019198052284349204,B
0.01334046091410928,0.008690279441117764,0.13695338244461827,0.13630209486879136,0.018578261065621,B
0.01309427017059631,0.016162295409181637,0.1493884352729685,0.1488134559843475,0.02214544468200533,B
0.013383766373502994,0.015187684630738522,0.13227198647938274,0.1315931350977759,0.0173167532048615,B
0.01369848443737525,0.014700379241516966,0.1425372473663341,0.14187747675684997,0.020129218410890506,B
0.013547311899638223,0.015999860279441117,0.12744401805280853,0.12672193211018568,0.01605844807773851,B
0.012892019398702595,0.014375508982035929,0.1515676358914675,0.15101835678337894,0.02280654408555194,B
0.013630115745072354,0.010639500998003992,0.13332032704341903,0.13262175367465226,0.017588529547740143,B
0.013938171430576348,0.015674990019960082,0.13863636603126542,0.1379339311537479,0.01902576936352687,B
0.01354175991766467,0.015918642714570858,0.13283406264484202,0.13214200292513406,0.01746150893706614,B
0.013640267940681138,0.018111516966067862,0.14195618352902092,0.14129933167793646,0.0199655011326315,B
0.013313652772579839,0.015268902195608782,0.14300444807223625,0.14238335161912746,0.02027301881829609,B
0.013200868224488523,0.013076027944111775,0.13551751399327872,0.1348730279820179,0.018190733677038183,B
0.01351368275168413,0.009583672654690619,0.1434083614462588,0.14277022977913723,0.020383338511187638,B
0.013133292672467564,0.012994810379241517,0.14871920412149214,0.14813817299436818,0.021944918298109357,B
0.013066986144897706,0.009908542914171656,0.1305982814256444,0.12994292972078497,0.016885164984420865,B
0.012626158776197605,0.009015149700598801,0.1318189016806509,0.1312128155130106,0.017216802954851354,B
0.0126374213682011,0.008609061876247506,0.1247943630523677,0.12415284382892199,0.01541392863080869,B
0.012964512420471556,0.01112680638722555,0.14790911256647954,0.1473398350681273,0.02170902699790296,B
0.012615847952532436,0.01396942115768463,0.13311963130843388,0.13252047622964516,0.01756167662013195,B
0.012154874820671159,0.015350119760479041,0.13754493757465472,0.13700682052551064,0.01877086887050948,B
0.012173275675212075,0.012751157684630738,0.13198793150644236,0.13142536065267088,0.01727262542268461,B
0.012252272447292914,0.012101417165668663,0.14492271721754688,0.14440386347184192,0.020852475785594363,B
0.012208966987899202,0.009908542914171658,0.13274469777967254,0.1321820559444624,0.017472095913704987,B
0.012521464258982037,0.013238463073852295,0.1503478581725835,0.14982553650794753,0.02244769138989432,B
0.012053035608470559,0.008365409181636727,0.14177375916364018,0.14126047968207806,0.019954523120010788,B
0.012147736558133733,0.013400898203592814,0.1370726553577514,0.13653331221111967,0.018641345343339076,B
0.012293674370009982,0.009583672654690619,0.13568186141765892,0.1351237695161179,0.018258433088244957,B
0.01241994230289421,0.013888203592814372,0.14060695534847112,0.1400573487024502,0.019616060925559727,B
0.012249417142277945,0.01258872255489022,0.132794101129692,0.13222792849665813,0.017484225074517332,B
0.012148688326472055,0.010233413173652695,0.14031328230610135,0.13978636043426387,0.019540226563457934,B
0.011877275721993513,0.014456726546906187,0.13249606812083028,0.1319626401255425,0.017414138388903443,B
0.01160411820889471,0.01738055888223553,0.13595003457105273,0.13545389008981779,0.018347756340464434,B
0.012479586452095808,0.01112680638722555,0.1351815868374234,0.1346043139794134,0.018118321341868505,B
0.012063029176022956,0.010720718562874251,0.13500660165683892,0.13446659740629566,0.018081265818026798,B
0.011427723810192117,0.015674990019960082,0.1276455141714181,0.12713293993534353,0.016162784416603668,B
0.012013219966317365,0.010152195608782435,0.14232593888757739,0.14181803632215223,0.020112355426271288,B
0.012286060223303393,0.014781596806387225,0.12291726193358511,0.1223017007463058,0.014957706005438935,B
0.012272418210454092,0.017136906187624753,0.141935424919592,0.1414038634492454,0.019995052598372844,B
0.01175497349051896,0.009015149700598801,0.1432031242306968,0.14271984931210366,0.020368955387669578,B
0.011501485856412176,0.008365409181636727,0.12916830974739024,0.12865522945489818,0.0165521680660925,B
0.011946437554578342,0.011695329341317366,0.13128035088199624,0.13073566138378087,0.017091813157454613,B
0.011694377572979042,0.010152195608782435,0.14518217124076024,0.14471041558699924,0.020941104379362033,B
0.011323822433258482,0.0071471457085828345,0.12281120784018103,0.12228803627773313,0.014954363816664174,B
0.011616015313123753,0.012507504990019961,0.13935395798405203,0.13886898067626985,0.01928459379406621,B
0.011525755949039419,0.005197924151696606,0.14854504575587385,0.14809722336498357,0.021932787568417836,B
0.012243865160304391,0.010070978043912177,0.1395893991630879,0.13905138663331684,0.01933528812464817,B
0.011386163259418661,0.007472015968063872,0.149954643307835,0.14952173867304341,0.02235675033580989,B
0.011718806293662676,0.012426287425149701,0.12436778823778546,0.12381444314057331,0.01533001633021026,B
0.01139266700973054,0.012507504990019961,0.14378384665881813,0.14333178886210804,0.02054400169841192,B
0.011549391529441119,0.008690279441117764,0.13643695733991162,0.13594725037113675,0.01848165488347254,B
0.0115806412565494,0.012507504990019961,0.13868485550960077,0.13820049889854216,0.01909937789580595,B
0.011128868551958583,0.012994810379241517,0.13101331819430465,0.13053979404394409,0.01704063782903534,B
0.011259419442365269,0.01088315369261477,0.15158580697321988,0.15116706767528157,0.02285148234954316,B
0.01152861125405439,0.015187684630738522,0.14127542304200688,0.14080424808311323,0.019825836278250894,B
0.010560821482035927,0.008771497005988024,0.1441823039239462,0.14379501317654156,0.020677005814441762,B
0.01092899720091068,0.016405948103792416,0.12699718952350816,0.12652605726510385,0.01600884316705234,B
0.011124585594436128,0.01421307385229541,0.14221412504497138,0.14177835151270035,0.020101100957658824,B
0.011457387256736527,0.011289241516966067,0.13992702208871316,0.13945716112076995,0.01944829978786439,B
0.010975475221432137,0.012832375249500998,0.14292013354775962,0.1424980825027943,0.020305703516973174,B
